49672	6	20020101	20181231
Time_Day	Precip	Temp	RH	Wind	RN
1136.75	0	-19.12	0.782	4.152	0
1136.875	0	-22.27	0.632	2.704	0
1137	0	-23.77	1.002	3.48	15.5
1137.125	0	-17.46	0.23	4.664	368.25
1137.25	0	-11.88	0.184	8.69	531.75
1137.375	0	-12.24	0.073	9.064	290.5
1137.5	0	-16.73	0.987	1.732	3.75
1137.625	0	-23.4	0.021	0.052	0
1137.75	0	-24.93	0.02	1.368	0
1137.875	0	-23.82	0.02	1.428	0
1138	0	-24.2	0.928	3.834	10.25
1138.125	0	-17.57	0.331	2.478	304.25
1138.25	0	-8.9	0.073	6.752	461.25
1138.375	0.18	-8.16	0.101	9.218	233.25
1138.5	0	-15.03	0.268	0.56	3
1138.625	4.14	-17.73	0.698	0.052	0
1138.75	0	-19.22	1.001	0.818	0
1138.875	0	-21.15	0.995	1.928	0
1139	1.8	-22.73	1.005	0.806	10
1139.125	0	-14.07	0.256	1.66	260.5
1139.25	0.9	-11.27	0.192	2.68	372.75
1139.375	0.3	-11.08	0.242	4.058	195.75
1139.5	0	-12.63	0.699	1.704	3.25
1139.625	0	-17.84	0.999	0.872	0
1139.75	0	-17.14	0.997	2.44	0
1139.875	0	-18.61	0.999	2.816	0
1140	0	-18.62	1.001	2.89	8.25
1140.125	3.66	-20.64	0.607	1.426	122.75
1140.25	3.66	-19.1	0.726	5.078	246.75
1140.375	0.42	-19.33	0.8	3.72	172.25
1140.5	0.42	-22.7	0.995	2.69	2.5
1140.625	0.18	-25.48	0.021	0.052	0
1140.75	0.18	-25.83	1.013	2.324	0
1140.875	0	-25.43	0.021	3.042	0
1141	0	-23.21	1.006	3.152	19.5
1141.125	0	-20.39	0.804	3.69	287
1141.25	0	-16.1	0.397	4.944	451.75
1141.375	0	-15.33	0.244	6.866	247.5
1141.5	0	-20.16	1	1.63	4.75
1141.625	0	-22.94	0.021	3.128	0
1141.75	0	-20.93	1.005	4.604	0
1141.875	0	-22.06	0.02	3.252	0
1142	0	-23.68	0.02	2.314	13.5
1142.125	0	-20.54	0.919	3.286	260
1142.25	0	-17	0.524	3.01	441.25
1142.375	0	-16.69	0.192	3.976	106.5
1142.5	0	-21.96	0.956	3.05	3.75
1142.625	1.62	-24.71	0.021	0.542	0
1142.75	0.48	-25.02	0.02	1.892	0
1142.875	1.86	-25.64	0.02	2.074	0
1143	1.86	-27.11	0.021	3.22	17.25
1143.125	0	-23.88	0.021	3.756	326.75
1143.25	0	-20.33	0.451	6.75	481
1143.375	0.24	-19.36	0.249	5.556	272
1143.5	0.24	-23.42	0.021	1.782	5.75
1143.625	0	-26.43	0.021	0.382	0
1143.75	0	-27.59	0.022	0.052	0
1143.875	0	-30.66	0.082	0.37	0
1144	0	-32.67	0.021	1.16	19.75
1144.125	0	-23.73	1.004	1.954	367.5
1144.25	0	-18.69	0.151	5.608	561.5
1144.375	0	-18.91	0.209	6.586	312.5
1144.5	0	-23.35	0.021	2.984	5.5
1144.625	0	-28.05	0.021	0.53	0
1144.75	0	-30.2	0.022	0.866	0
1144.875	0	-30.34	0.02	1.052	0
1145	0	-31.12	0.307	0.886	18.5
1145.125	0	-22.91	0.021	2.844	397.25
1145.25	0	-18.46	0.122	4.05	588.75
1145.375	0	-17.01	0.153	3.556	335
1145.5	0	-21.17	0.02	2.812	6.5
1145.625	0	-24.62	0.021	2.35	0
1145.75	0	-29.29	0.022	1.458	0
1145.875	0	-29.27	0.022	2.898	0
1146	0	-30.14	0.022	3.784	20.75
1146.125	0	-24.13	0.021	4.83	398.75
1146.25	0	-17.44	0.152	4.83	588
1146.375	0	-15.78	0.125	7.968	328.25
1146.5	0	-20.7	0.02	2.698	7.5
1146.625	0	-23.58	0.021	0.54	0
1146.75	0	-25.24	0.021	1.308	0
1146.875	0	-26.35	0.021	2.782	0
1147	0	-28.88	0.021	2.824	21
1147.125	0	-20.75	0.637	5.18	382.5
1147.25	0	-14.02	0.081	7.104	579.75
1147.375	0	-12.48	0.072	7.782	349
1147.5	0.48	-18.32	0.993	3.362	7.75
1147.625	0	-21.83	1.006	1.87	0
1147.75	0.6	-24.27	0.02	2.244	0
1147.875	0	-25.53	0.02	1.94	0
1148	0	-25.52	0.02	4.026	19.25
1148.125	0	-18.12	0.29	4.63	417
1148.25	0	-12.44	0.152	5.222	586.5
1148.375	0	-11.33	0.078	6.132	344.25
1148.5	0	-15.21	0.383	2.36	8
1148.625	0	-21.03	0.614	1.264	0
1148.75	0	-24.3	0.02	1.998	0
1148.875	0	-24.74	0.021	4.054	0
1149	0	-26.03	0.021	3.1	31
1149.125	0	-18.7	0.522	2.84	422.5
1149.25	0	-12.54	0.1	3.084	588.75
1149.375	0	-11.25	0.087	7.132	317.5
1149.5	0	-10.83	0.262	6.862	7.75
1149.625	0	-16.25	0.381	3.516	0
1149.75	0.12	-14.81	0.386	2.85	0
1149.875	0	-13.89	0.305	3.586	0
1150	0	-17.13	0.44	4.36	26.5
1150.125	0	-13.65	0.287	4.428	278
1150.25	0	-8.84	0.115	6.014	504.5
1150.375	0	-9.77	0.163	6.998	318.75
1150.5	0.18	-15.54	0.41	2.73	9.5
1150.625	0	-19.5	0.973	1.786	0
1150.75	0	-19.92	0.906	3.374	0
1150.875	0	-20.28	0.214	2.596	0
1151	0	-22.73	0.993	1.55	33.25
1151.125	0	-13.65	0.321	2.614	447
1151.25	0	-7.25	0.155	4.67	633.5
1151.375	0	-6.23	0.14	2.702	338.25
1151.5	0	-10.31	0.132	0.052	8
1151.625	0	-13.59	0.199	1.438	0
1151.75	0	-13.59	0.554	0.458	0
1151.875	0	-17.95	0.446	2.788	0
1152	0	-19.19	1.001	1.4	27.25
1152.125	0	-16.37	0.402	4.728	254.75
1152.25	0	-12.11	0.328	7.996	445.25
1152.375	0	-12.51	0.238	6.314	285.5
1152.5	0	-16.89	0.846	2.932	7.75
1152.625	0	-19.67	1.002	0.814	0
1152.75	0	-20.83	1.003	0.668	0
1152.875	0	-22.28	1.006	0.052	0
1153	0	-24.9	0.02	0.052	25
1153.125	0	-17.09	0.401	4.452	420.25
1153.25	0	-12.55	0.02	5.78	566.75
1153.375	0	-12.44	0.097	6.768	351.5
1153.5	0	-16.76	0.02	4.238	9.75
1153.625	0	-21.99	0.021	2.732	0
1153.75	0	-23.19	0.02	3.09	0
1153.875	0	-23.99	0.021	2.252	0
1154	0	-24.95	0.02	2.044	25
1154.125	0	-17.21	0.348	4.166	379.5
1154.25	0	-11.46	0.136	6.248	612
1154.375	0	-10.46	0.111	6.628	372
1154.5	0	-16.83	0.477	3.17	11
1154.625	0	-20.55	1.001	0.438	0
1154.75	0	-21.69	1.002	1.108	0
1154.875	0.6	-21.28	1.003	1.41	0
1155	0.66	-23.13	1.013	0.082	29.75
1155.125	0.72	-18.73	0.545	5.826	219.25
1155.25	0.72	-16.88	0.319	6.316	418.5
1155.375	0	-17.42	0.427	10.706	258.25
1155.5	0	-20.41	1.006	5.742	7.25
1155.625	0.24	-22.12	1.009	3.178	0
1155.75	0.18	-24.5	0.021	1.886	0
1155.875	0.24	-27.14	0.021	2.254	0
1156	0.24	-28.13	0.021	1.28	35
1156.125	0	-20.66	0.687	5.95	425.5
1156.25	0	-17.71	0.107	8.826	665.5
1156.375	0	-17.33	0.168	6.57	404.25
1156.5	0	-21.73	1.008	2.496	12.25
1156.625	0	-25.11	0.021	0.052	0
1156.75	0	-26.98	0.021	0.45	0
1156.875	0	-27.98	0.021	0.052	0
1157	0	-29.09	0.022	1.608	35
1157.125	0	-19.13	0.02	3.318	439
1157.25	0	-16.47	0.02	3.464	660.5
1157.375	0	-15.32	0.02	4.92	399
1157.5	0	-20.51	0.021	3.44	12.5
1157.625	0	-27.49	0.022	0.052	0
1157.75	0	-28.27	0.022	0.052	0
1157.875	0	-29.7	0.021	0.052	0
1158	0	-29.4	0.021	0.052	31.75
1158.125	0	-20.09	0.651	1.404	468.25
1158.25	0	-14.38	0.077	4.172	677.75
1158.375	0	-12.75	0.048	1.696	427.75
1158.5	0	-18.76	0.99	0.052	13.75
1158.625	0	-22.16	0.02	0.418	0
1158.75	0	-22.54	0.021	1.066	0
1158.875	0	-24.41	0.021	1.204	0
1159	0	-25	0.021	3.402	42.25
1159.125	0	-16.86	0.092	4.392	517.5
1159.25	0	-11.67	0.055	5.11	691.5
1159.375	0	-9.5	0.232	5.326	427.25
1159.5	0	-15.33	0.166	2.304	15
1159.625	0	-18.39	0.998	0.988	0
1159.75	0	-22.55	1.007	1.272	0
1159.875	0	-22.89	1.012	3.08	0
1160	0	-24.4	1.015	1.44	40.75
1160.125	0	-15.32	0.169	3.524	510
1160.25	0	-9.81	0.047	2.148	667.25
1160.375	0	-7.37	0.121	3.424	364.5
1160.5	0	-14.63	0.15	1.848	14.5
1160.625	0	-20.19	0.571	0.64	0
1160.75	0	-18.19	0.588	2.664	0
1160.875	0	-21.3	1.007	1.724	0
1161	0	-22.8	1.013	2.424	51.75
1161.125	0	-14.43	0.136	3.158	578
1161.25	0.24	-8.02	0.144	1.292	725.25
1161.375	0	-7.59	0.179	3.224	374.75
1161.5	0.24	-10.76	0.137	0.336	13.5
1161.625	0	-15.22	0.249	1.722	0
1161.75	0	-19.44	0.189	2.092	0
1161.875	0	-23.18	0.629	2.644	0
1162	0	-22.62	0.589	3.3	58.5
1162.125	0	-11.69	0.185	3.288	546
1162.25	0	-6.89	0.109	4.018	658.25
1162.375	0	-6.43	0.112	5.456	324
1162.5	0	-12.15	0.3	3.002	17.75
1162.625	0	-16.72	0.529	0.052	0
1162.75	0	-18.6	0.693	1.07	0
1162.875	0	-22.96	0.803	1.644	0
1163	0	-21.95	0.771	3.85	62
1163.125	0	-12.08	0.231	3.32	587.5
1163.25	0	-6.72	0.085	6.592	641.5
1163.375	0	-6.32	0.249	9.824	350.75
1163.5	0	-9.97	0.189	4.434	16.5
1163.625	0	-15.23	0.411	0.908	0
1163.75	0	-15.23	0.475	3.398	0
1163.875	0	-17.97	0.603	3.432	0
1164	0	-20.06	0.686	2.72	48
1164.125	0	-9.6	0.19	4.954	496.5
1164.25	0	-5.96	0.086	9.884	634
1164.375	0	-5.09	0.086	10.014	339.5
1164.5	0	-10.86	0.213	1.9	13
1164.625	0	-15.36	0.697	0.052	0
1164.75	0.24	-17.78	0.644	0.15	0
1164.875	0.42	-19.9	0.51	0.052	0
1165	0	-20.1	0.38	2.114	56.75
1165.125	0	-12.5	0.317	4.12	537.75
1165.25	0	-7.81	0.105	8.318	675
1165.375	0	-8.1	0.164	9.134	406.25
1165.5	0	-15.44	0.384	6.144	18.75
1165.625	0	-17.7	0.841	2.746	0
1165.75	0	-17.98	0.553	2.802	0
1165.875	0	-21.87	0.506	1.804	0
1166	0	-22.56	0.143	2.372	66.25
1166.125	0	-14.01	0.073	4.012	533.5
1166.25	0	-10.36	0.103	6.98	681.5
1166.375	0	-9.49	0.216	6.166	398
1166.5	0	-13.17	0.398	4.546	14.75
1166.625	0	-15.18	0.61	4.032	0
1166.75	0	-15.41	0.981	5.136	0
1166.875	0	-17.07	1.004	3.098	0
1167	0	-16.59	0.28	2.864	26
1167.125	0.36	-14.66	0.8	4.604	278.25
1167.25	0.18	-9.46	0.663	9.56	527
1167.375	0.12	-8.85	0.561	8.594	359.75
1167.5	0	-10.81	0.995	4.756	13.75
1167.625	0	-11.86	0.677	3.882	0
1167.75	0	-13.47	0.714	2.37	0
1167.875	1.32	-15.53	1.002	3.17	0
1168	1.32	-14.35	0.874	4.006	22
1168.125	0	-11.99	0.819	5.016	235
1168.25	0	-11.79	0.968	3.556	400.75
1168.375	7.8	-9.75	0.905	4.822	312.5
1168.5	6.72	-8.52	0.718	3.014	12.25
1168.625	17.7	-8.8	0.997	3.556	0
1168.75	0	-10.56	0.974	2.31	0
1168.875	0	-11.37	0.996	1.252	0
1169	0.66	-12.52	0.981	1.324	37.75
1169.125	0.54	-7.68	0.288	2.084	221.5
1169.25	0.24	-4.37	0.306	7.68	474.75
1169.375	0	-6.82	0.396	8.84	309.75
1169.5	0.24	-13.47	0.382	4.23	12.75
1169.625	0	-14.72	0.748	2.656	0
1169.75	0	-16.91	0.696	3.292	0
1169.875	0.42	-20.02	0.921	3.402	0
1170	0	-19.66	0.877	2.766	83
1170.125	0	-11.15	0.254	6.2	530.5
1170.25	0	-8.85	0.311	10.702	710.5
1170.375	0	-8.94	0.224	9.946	446.5
1170.5	0	-13.66	0.228	2.65	24.75
1170.625	0	-17.26	0.696	1.384	0
1170.75	0	-18.88	0.661	1.216	0
1170.875	0	-18.76	0.672	2.31	0
1171	0	-17.49	0.318	2.552	31
1171.125	1.26	-13.51	0.373	1.47	337.75
1171.25	0.96	-9.9	0.625	3.506	516.5
1171.375	0.12	-9.99	0.659	6.614	374.5
1171.5	0	-11.52	0.912	3.19	16.25
1171.625	0	-15.47	0.083	1.178	0
1171.75	0	-16.3	0.85	3.264	0
1171.875	0	-17.24	0.859	3.042	0
1172	0	-16.68	0.6	3.102	33
1172.125	2.04	-8.22	0.297	6.038	280.25
1172.25	0	-6.88	0.158	3.748	415.25
1172.375	0	-3.44	0.291	6.17	282.5
1172.5	0	-7.01	0.391	1.922	16.25
1172.625	0	-14.22	0.084	0.052	0
1172.75	0	-14.34	0.605	1.386	0
1172.875	0	-17.76	0.704	1.366	0
1173	0	-16.96	0.831	0.052	43.25
1173.125	0	-8.86	0.419	0.052	442.25
1173.25	4.14	-2.9	0.182	2.604	727.5
1173.375	0	-1.48	0.198	0.052	432.5
1173.5	0	-4.8	0.289	3.256	18.5
1173.625	0	-10.97	0.894	1.14	0
1173.75	0.42	-8.18	0.996	0.924	0
1173.875	2.16	-9.39	0.23	1.412	0
1174	2.4	-10.52	0.224	0.432	66
1174.125	9.72	-8.91	0.33	1.042	422.75
1174.25	9.9	-5.57	0.305	0.136	661.5
1174.375	1.02	-7.61	0.811	1.968	368
1174.5	0.42	-8.86	0.443	1.998	17.25
1174.625	1.32	-14.52	0.253	0.294	0
1174.75	0.9	-15.72	0.566	0.938	0
1174.875	1.2	-15.11	0.838	0.074	0
1175	0	-15.89	0.427	1.146	37
1175.125	0	-9.28	0.234	2.35	271
1175.25	0	-7.91	0.529	0.514	406.5
1175.375	0.06	-9.05	0.535	0.052	263.75
1175.5	0	-13.62	0.977	1.96	12.25
1175.625	5.82	-16.12	1.003	2.052	0
1175.75	5.88	-17.78	0.456	1.272	0
1175.875	0	-21.47	1.009	0.496	0
1176	0	-19.97	0.691	1.558	82.75
1176.125	0.48	-13.34	0.296	3.084	446.25
1176.25	0.96	-10.79	0.581	3.688	672.25
1176.375	0	-9.86	0.571	3.846	454.75
1176.5	0	-11.7	0.995	5.334	30.25
1176.625	0.24	-15.05	0.449	1.332	0
1176.75	0.48	-16.42	0.46	0.052	0
1176.875	0	-18.86	0.998	0.386	0
1177	0	-19.75	0.746	2.462	94
1177.125	0	-13.51	0.998	4.714	503.75
1177.25	0	-10.32	0.546	4.22	624.5
1177.375	0	-9.22	0.531	5.392	426.25
1177.5	0	-11.95	0.645	1.86	29.5
1177.625	0	-12.14	0.996	5.258	0
1177.75	0	-15.01	0.383	3.094	0
1177.875	0	-16.59	0.527	3.692	0
1178	0	-20.1	0.725	1.194	87.75
1178.125	0	-12.7	0.995	1.712	522.25
1178.25	0	-10	0.36	2	685.75
1178.375	0	-7.7	0.43	1.678	451.75
1178.5	0	-9.66	0.839	0.95	30.25
1178.625	0	-12.75	0.412	2.586	0
1178.75	0	-12.82	0.998	3.116	0
1178.875	0	-14.25	0.583	2.144	0
1179	0	-17.14	0.397	1.94	103.75
1179.125	0	-10.63	0.206	1.058	588.5
1179.25	0	-7.23	0.368	4.228	751
1179.375	0	-5.05	0.201	4.976	508
1179.5	0	-10.26	0.434	2.074	30.75
1179.625	0	-14.15	0.57	1.254	0
1179.75	0	-14.62	0.405	2.68	0
1179.875	0	-16.87	0.617	1.644	0
1180	0	-15.45	0.428	3.368	56.25
1180.125	0	-9.81	0.653	2.242	471
1180.25	0	-6.91	0.361	5.44	536.5
1180.375	0	-7.81	0.367	4.71	355.5
1180.5	0	-10.39	0.996	4.796	22.5
1180.625	0.42	-15.95	0.456	2.976	0
1180.75	0.42	-16.83	0.44	1.91	0
1180.875	0	-19.19	0.715	1.664	0
1181	0	-19.19	0.759	0.96	92
1181.125	0.9	-11.06	0.387	1.884	574
1181.25	0.84	-7.78	0.327	4.1	743.75
1181.375	0	-7.18	0.312	4.612	507.25
1181.5	0	-11.49	0.098	2.018	33.75
1181.625	0	-14.25	0.335	1.932	0
1181.75	0	-16.65	0.198	2.624	0
1181.875	0	-17.71	0.586	1.866	0
1182	0	-18.63	0.309	1.002	102.75
1182.125	0	-9.61	0.382	3.436	599.75
1182.25	0	-5.83	0.27	7.146	751.75
1182.375	0	-4.48	0.261	6.25	489
1182.5	0	-10.77	0.147	3.164	37.5
1182.625	0	-13.26	0.415	2.02	0
1182.75	1.14	-13.4	0.113	2.996	0
1182.875	0.42	-14.91	0.332	4.986	0
1183	0.36	-17.73	0.327	1.578	107.5
1183.125	0	-7.96	0.446	3.372	607.5
1183.25	0	-4.45	0.285	4.196	803.25
1183.375	0	-3.09	0.17	6.468	458.75
1183.5	0	-7.21	0.998	2.458	29
1183.625	0	-11.43	0.995	1.098	0
1183.75	0	-14.25	0.558	2.85	0
1183.875	0	-15.8	0.645	1.464	0
1184	0	-15.91	0.465	0.786	87.25
1184.125	0	-8.72	0.371	1.966	621
1184.25	0	-6.1	0.36	4.426	540.25
1184.375	0	-6	0.332	6.314	453.75
1184.5	0	-8.7	0.99	4.57	35
1184.625	0	-14.6	0.452	0.052	0
1184.75	0	-14.18	0.375	0.052	0
1184.875	0	-16.64	0.577	0.052	0
1185	0	-17.02	0.64	0.052	68.5
1185.125	0	-10.22	0.197	0.052	520
1185.25	0	-7.39	0.357	1.478	690.25
1185.375	0	-8.07	0.347	5.71	439
1185.5	0	-11.18	0.117	2.904	25.25
1185.625	0	-17.53	0.7	0.052	0
1185.75	0	-18.7	0.762	0.286	0
1185.875	0	-19.4	1.006	2.368	0
1186	0	-20.06	1.014	1.296	106
1186.125	0	-12.54	0.255	2.532	593.25
1186.25	0	-9.07	0.421	3.652	734.75
1186.375	0	-9.33	0.361	3.524	446.5
1186.5	0	-10.78	0.998	3.398	26.25
1186.625	0	-12.46	1.003	2.036	0
1186.75	0	-17.81	0.781	0.052	0
1186.875	0	-20.34	1.016	0.052	0
1187	0	-20.49	0.652	0.052	100.25
1187.125	0	-10.69	0.243	1.922	573.25
1187.25	0	-6.57	0.138	3.068	751.5
1187.375	0	-5.36	0.061	3.004	477
1187.5	0	-8.88	0.185	1.046	40
1187.625	0	-15.04	0.381	0.31	0
1187.75	0	-15.83	0.492	0.796	0
1187.875	0	-17.54	0.589	0.052	0
1188	0	-17.02	0.456	2.84	115
1188.125	0	-8.31	0.328	0.052	639.5
1188.25	0	-6.02	0.092	1.032	809
1188.375	0	-4.02	0.098	0.402	446.25
1188.5	0	-6.33	0.38	0.052	33
1188.625	0	-11.33	0.837	0.514	0
1188.75	0	-13.82	0.22	1.23	0
1188.875	0	-15.26	0.329	1.292	0
1189	0	-16.26	0.361	2.284	139.25
1189.125	0	-8.25	0.21	4.13	663
1189.25	0	-3.69	0.111	6.016	664.5
1189.375	0	-2.26	0.112	6.642	490.75
1189.5	0	-7.04	0.182	1.57	35
1189.625	0	-12.53	0.25	1.856	0
1189.75	0	-13.24	0.567	3.104	0
1189.875	0	-14.77	0.021	3.642	0
1190	0	-14.13	0.434	2.448	100.75
1190.125	0	-6.62	0.354	6.862	654
1190.25	0	-1.65	0.219	6.098	866.25
1190.375	0	-0.4	0.1	7.128	511.5
1190.5	0	-2.9	0.095	4.444	33.25
1190.625	0	-11.86	1.004	0.312	0
1190.75	0	-9.49	0.253	2.672	0
1190.875	0	-9.66	0.192	5.448	0
1191	0	-10.27	0.327	2.026	101
1191.125	0	-2.15	0.289	6.546	567.25
1191.25	0	1.22	0.109	5.704	792.75
1191.375	0	3.31	0.099	6.464	478.75
1191.5	0	-1.23	0.173	0.052	36.25
1191.625	0	-7.03	0.58	0.564	0
1191.75	0	-4.33	0.901	2.014	0
1191.875	1.38	-5.18	0.908	2.134	0
1192	0	-7.76	0.997	0.514	84.75
1192.125	0	-4.41	0.694	0.052	582.5
1192.25	0	-2.49	0.243	2.764	551.25
1192.375	6.06	-0.49	0.185	2.254	474.75
1192.5	0	-4.15	0.241	0.474	36
1192.625	0	-10.96	0.2	0.052	0
1192.75	13.92	-11.15	1.001	0.374	0
1192.875	8.04	-11.59	1.003	0.684	0
1193	4.32	-13.28	1.006	1.274	33
1193.125	0	-13.27	0.78	0.052	252.75
1193.25	0	-11.01	0.795	0.4	365
1193.375	13.08	-12.77	0.479	4.706	233.5
1193.5	12.84	-15.61	0.773	4.864	17.5
1193.625	1.92	-15.82	0.543	1.776	0
1193.75	1.8	-16.53	0.879	2.582	0
1193.875	0	-18.56	0.933	0.418	0
1194	0	-17.94	0.967	0.052	64
1194.125	0.36	-11.87	0.702	3.674	448.75
1194.25	0	-7.77	0.272	1.568	535.75
1194.375	0.42	-9.09	0.243	3.472	399
1194.5	0	-8.99	0.595	1.526	25.75
1194.625	0	-14.99	0.788	1.662	0
1194.75	0	-13.44	0.461	1.364	0
1194.875	4.56	-14.48	0.798	0.058	0
1195	0.72	-13.55	0.681	0.272	62.75
1195.125	8.94	-11.87	0.708	0.648	441.75
1195.25	9.18	-10.72	0.297	4.142	599.5
1195.375	0	-10.28	0.433	5.146	482
1195.5	0	-11.16	0.265	5.854	35.25
1195.625	0.42	-16.63	0.717	2.66	0
1195.75	0	-17.32	1.009	2.45	0
1195.875	0	-18.49	1.013	1.108	0
1196	0	-19.32	0.989	4.686	95.5
1196.125	0	-16.43	0.4	1.248	593
1196.25	0	-13.47	0.187	2.416	777.5
1196.375	0	-13.04	0.146	7.614	509
1196.5	0	-15.01	0.602	6.532	44
1196.625	0	-17.46	0.02	0.052	0
1196.75	0	-21.13	0.02	0.052	0
1196.875	0	-23.57	0.021	0.052	0
1197	0	-20.17	0.021	2.746	160.25
1197.125	0	-11.95	0.165	5.526	637.5
1197.25	0	-11.03	0.382	2.6	739.25
1197.375	0	-9.21	0.609	4.848	459.5
1197.5	0	-9.69	0.091	1.318	38
1197.625	0	-14.85	0.512	0.464	0
1197.75	0	-15.44	0.397	1.892	0
1197.875	0	-17.18	0.626	1.536	0
1198	0	-16.85	0.371	0.052	167.25
1198.125	0	-10.75	0.68	3.216	634.75
1198.25	0	-9.44	0.225	4.334	660.5
1198.375	0	-9.49	0.243	1.824	450.25
1198.5	0	-10.68	0.181	0.754	38
1198.625	0	-16.02	0.732	0.052	0
1198.75	0	-16.48	0.489	1.92	0
1198.875	0	-18.82	0.708	2.46	0
1199	0	-18.12	0.37	2.346	160.25
1199.125	0	-10.84	0.254	4.3	595.75
1199.25	0	-7.85	0.231	6.474	747.75
1199.375	0	-7	0.27	4.732	524.25
1199.5	0	-8.88	0.243	2.902	47
1199.625	0	-14	0.386	0.118	0
1199.75	0	-13.84	0.527	2.19	0
1199.875	0	-15.06	0.509	2.11	0
1200	0	-16.07	0.342	1.744	174.5
1200.125	0	-7.01	0.288	3.556	684.5
1200.25	0	-5.85	0.261	2.948	782
1200.375	0	-4.49	0.249	3.802	521
1200.5	0	-6.11	0.391	1.676	43.25
1200.625	0	-10.81	0.371	0.052	0
1200.75	0	-11.12	0.37	0.052	0
1200.875	0	-13.58	0.552	0.052	0
1201	0	-13.76	0.559	1.518	176
1201.125	0	-8.63	0.249	3.408	552.5
1201.25	0	-7.04	0.171	4.73	747.25
1201.375	0	-5.34	0.095	5.48	478.5
1201.5	0	-9.69	0.109	4.734	38.25
1201.625	0	-16.31	0.692	0.052	0
1201.75	0	-16.11	0.349	1.116	0
1201.875	0	-17.73	0.589	1.446	0
1202	0	-16.46	0.429	1.74	169.5
1202.125	0	-7.78	0.096	5.096	718.5
1202.25	0	-4.45	0.1	6.8	737
1202.375	0	-4.47	0.091	6.924	452.5
1202.5	0	-7.32	0.109	5.83	40
1202.625	0	-14.17	0.431	1.592	0
1202.75	0	-14.43	0.264	1.93	0
1202.875	10.02	-16.54	0.866	3.154	0
1203	0	-14.74	0.702	3.208	197.5
1203.125	0	-8.57	0.181	8.582	624.25
1203.25	0	-7.32	0.167	9.468	526.5
1203.375	0	-7.34	0.15	9.794	342.75
1203.5	0	-9.08	0.173	10.25	29.5
1203.625	0	-12.27	0.304	3.364	0
1203.75	0	-14.58	0.536	1.24	0
1203.875	0	-16.31	0.382	3.194	0
1204	0	-15.69	0.302	5.308	209
1204.125	0	-9	0.095	7.942	765.25
1204.25	0	-3.86	0.035	7.93	799.5
1204.375	0	-1.89	0.026	10.784	550.75
1204.5	0	-4.47	0.111	6.774	46.25
1204.625	0	-8.68	0.246	1.702	0
1204.75	0	-11.46	0.25	0.654	0
1204.875	0	-15.4	0.29	0.848	0
1205	0	-11.61	0.164	1.53	182.25
1205.125	0	-1.83	0.053	3.968	721.5
1205.25	0	3.81	0.024	4.62	866.25
1205.375	0	5.88	0.026	7.57	567.5
1205.5	0	0.88	0.048	2.816	61.5
1205.625	0	-9.49	0.276	0.052	0
1205.75	0	-12.03	0.275	0.052	0
1205.875	0	-12.01	0.219	0.852	0
1206	0	-10.54	0.182	0.372	211.5
1206.125	0	-0.11	0.044	1.376	783.75
1206.25	0	5.67	0.02	3.304	831
1206.375	0	5.81	0.049	6.506	480.25
1206.5	0	-0.06	0.071	6.866	41
1206.625	0	-7.02	0.155	0.328	0
1206.75	0	-8.53	0.233	1.138	0
1206.875	0	-9.11	0.241	0.052	0
1207	0	-8.83	0.141	1.326	203.75
1207.125	0	-2.64	0.111	5.828	627.75
1207.25	0	0.15	0.068	6.974	655.5
1207.375	0	-0.31	0.13	8.084	405
1207.5	0	-6	0.503	4.552	43.25
1207.625	0	-7.2	0.779	0.542	0
1207.75	0	-9.98	0.973	0.132	0
1207.875	0	-11.85	1.003	1.178	0
1208	0	-11.35	0.397	1.108	182
1208.125	0	-3.73	0.139	5.892	791.5
1208.25	0	-0.24	0.088	7.588	835.5
1208.375	0	-0.41	0.096	5.22	510
1208.5	0	-1.68	0.079	4.338	61.25
1208.625	0	-11.32	0.375	0.052	0
1208.75	0	-12.89	0.371	0.052	0
1208.875	0	-13.28	0.462	0.052	0
1209	0	-9.35	0.233	1.448	225.5
1209.125	0	-2.68	0.107	3.998	796
1209.25	0	1.36	0.05	5.93	872
1209.375	0	2.65	0.056	5.31	580.75
1209.5	0	-0.8	0.083	3.376	68
1209.625	0	-8.78	0.179	0.792	0
1209.75	0	-9.43	0.239	0.566	0
1209.875	0	-11.2	0.362	1.814	0
1210	0	-8.95	0.12	1.46	219.5
1210.125	0	-0.64	0.074	3.398	786
1210.25	0	5.23	0.038	6.308	917.25
1210.375	0	5.32	0.044	7.188	569.75
1210.5	0	2.01	0.062	2.83	64.75
1210.625	0	-7.05	0.201	0.198	0
1210.75	0	-9.45	0.268	0.052	0
1210.875	0	-11.81	0.597	0.052	0
1211	0	-6.1	0.109	0.052	198.75
1211.125	0	1.14	0.09	0.91	785.5
1211.25	0	3.53	0.067	1.982	916
1211.375	0	3.67	0.067	4.094	494.25
1211.5	0	-0.37	0.158	3.606	46.25
1211.625	0	-4.7	0.285	2.886	0
1211.75	0	-5.96	0.169	4.494	0
1211.875	0	-8.38	0.224	1.556	0
1212	0	-4.78	0.146	1.766	216
1212.125	0	1.73	0.112	2.716	766.5
1212.25	0	5.95	0.055	3.116	806.25
1212.375	0	6.2	0.053	3.034	459.25
1212.5	0	1.51	0.174	3.07	42.5
1212.625	0	-4.16	0.372	2.056	0
1212.75	0	-5.91	0.538	2.018	0
